Year,Country_Code,Event,Medal
2004,PRK,50m pistol (60 shots),1
2004,PRK,52 - 57kg (lightweight),1
2004,PRK,54 - 57kg (featherweight),1
2004,PRK,58kg,1
2004,PRK,singles,1
2004,ROU,1500m,1
2004,ROU,200m backstroke,1
2004,ROU,200m freestyle,1
2004,ROU,400m hurdles,1
2004,ROU,60 - 64 kg,1
2004,ROU,balance beam,2
2004,ROU,eight with coxswain (8+),9
2004,ROU,floor exercises,3
2004,ROU,lightweight double sculls (2x),2
2004,ROU,pair without coxswain (2-),2
2004,ROU,pommel horse,1
2004,ROU,team competition,12
2004,ROU,triple jump,1
2004,ROU,vault,2
2004,RSA,100m freestyle,1
2004,RSA,4x100m freestyle relay,4
2004,RSA,50m freestyle,1
2004,RSA,800m,1
2004,RSA,coxless pair (2-),2
2004,RSA,high jump,1
2004,RUS,+ 100kg (heavyweight),1
2004,RUS,+ 78kg (heavyweight),1
2004,RUS,+ 91kg (super heavyweight),1
2004,RUS,- 55kg,2
2004,RUS,105kg,2
2004,RUS,10m air pistol (60 shots),2
2004,RUS,10m air rifle (40 shots),1
2004,RUS,10m running target (30+30 shots),2
2004,RUS,1500m,1
2004,RUS,200m backstroke,1
2004,RUS,20km race walk,1
2004,RUS,25m rapid fire pistol (60 shots),2
2004,RUS,3m springboard,2
2004,RUS,400m,1
2004,RUS,48kg (light flywieght),1
2004,RUS,4x100m relay,4
2004,RUS,4x400m relay,6
2004,RUS,50km walk,2
2004,RUS,50m pistol (60 shots),1
2004,RUS,50m rifle 3 positions (3x20 shots),1
2004,RUS,54 - 57kg (featherweight),1
2004,RUS,57 - 60kg (lightweight),1
2004,RUS,60 - 66kg,1
2004,RUS,63 - 72kg,1
2004,RUS,64 - 69 kg,1
2004,RUS,66 - 73kg (lightweight),1
2004,RUS,66 - 74kg,2
2004,RUS,69 - 75 kg,1
2004,RUS,69kg,1
2004,RUS,73 - 81kg (half-middleweight),1
2004,RUS,74 - 84kg,2
2004,RUS,75kg,2
2004,RUS,77kg,1
2004,RUS,800m,1
2004,RUS,81 - 90kg (middleweight),1
2004,RUS,84 - 96kg,1
2004,RUS,94kg,2
2004,RUS,96 - 120kg,1
2004,RUS,C-1 500m (canoe single),1
2004,RUS,C-2 1000m (canoe double),2
2004,RUS,C-2 500m (canoe double),2
2004,RUS,Individual competition,1
2004,RUS,Points Race,1
2004,RUS,basketball,11
2004,RUS,discus throw,1
2004,RUS,duet,2
2004,RUS,foil team,4
2004,RUS,group competition,6
2004,RUS,hammer throw,1
2004,RUS,handball,14
2004,RUS,high jump,1
2004,RUS,individual,1
2004,RUS,individual all-round,3
2004,RUS,individual road race,1
2004,RUS,individual time trial,1
2004,RUS,javelin throw,1
2004,RUS,long jump,3
2004,RUS,points race,1
2004,RUS,pole vault,2
2004,RUS,quadruple sculls without coxswain (4x),4
2004,RUS,sabre team,4
2004,RUS,shot put,1
2004,RUS,sprint,1
2004,RUS,synchronized diving 10m platform,2
2004,RUS,synchronized diving 3m springboard,2
2004,RUS,team,9
2004,RUS,team competition,6
2004,RUS,trap (125 targets),1
2004,RUS,triple jump,2
2004,RUS,vault,1
2004,RUS,volleyball,24
2004,RUS,water polo,13
2004,RUS,épée individual,1
2004,RUS,épée team,4
2004,SCG,10m air pistol (40 shots),1
2004,SCG,water polo,13
2004,SLO,57 - 63kg (half-middleweight),1
2004,SLO,800m,1
2004,SLO,double sculls (2x),2
2004,SLO,single-handed dinghy open (Laser),1
2004,SUI,Individual,1
2004,SUI,Madison,2
2004,SUI,beach volleyball,2
2004,SUI,individual time trial,1
2004,SUI,épée individual,1
2004,SVK,10m air rifle (60 shots),1
2004,SVK,60 - 66kg (half-lightweight),1
2004,SVK,C-1 (canoe single),1
2004,SVK,C-2 (canoe double),2
2004,SVK,K-1 (kayak single),1
2004,SVK,K-4 1000m (kayak four),4
2004,SWE,470 - Two Person Dinghy,2
2004,SWE,74 - 84kg,1
2004,SWE,K-2 1000m (kayak double),2
2004,SWE,heptathlon,1
2004,SWE,high jump,1
2004,SWE,team,4
2004,SWE,triple jump,1
2004,SYR,81 - 91kg (heavyweight),1
2004,THA,- 49 kg,1
2004,THA,48kg,1
2004,THA,51 - 54kg (bantamweight),1
2004,THA,53kg,1
2004,THA,58kg,1
2004,THA,60 - 64 kg,1
2004,THA,69 - 75 kg,1
2004,THA,75kg,1
2004,TPE,- 49 kg,1
2004,TPE,- 58 kg,1
2004,TPE,58 - 68 kg,1
2004,TPE,team (FITA Olympic round - 70m),6
2004,TRI,200m individual medley,1
2004,TUR,"- 56kg, total (bantamweight)",2
2004,TUR,48kg,1
2004,TUR,48kg (light flywieght),1
2004,TUR,60 - 66kg,1
2004,TUR,68 - 80 kg,1
2004,TUR,77kg,1
2004,TUR,84 - 96kg,1
2004,TUR,96 - 120kg,1
2004,TUR,hammer throw,1
2004,UAE,double trap (150 targets),1
2004,UKR,- 48kg,1
2004,UKR,100m butterfly,1
2004,UKR,100m hurdles,1
2004,UKR,105kg,1
2004,UKR,10m air pistol (40 shots),1
2004,UKR,200m individual medley,1
2004,UKR,400m hurdles,1
2004,UKR,400m individual medley,1
2004,UKR,49er - Skiff,2
2004,UKR,60 - 66kg,1
2004,UKR,63kg,1
2004,UKR,73 - 81kg (half-middleweight),1
2004,UKR,K-4 500m (kayak four),4
2004,UKR,Yngling - Keelboat,3
2004,UKR,handball,15
2004,UKR,high jump,1
2004,UKR,individual,1
2004,UKR,individual all-round,1
2004,UKR,parallel bars,1
2004,UKR,quadruple sculls without coxswain (4x),4
2004,UKR,sabre individual,1
2004,UKR,shot put,1
2004,UKR,team (FITA Olympic round - 70m),3
2004,USA,- 48kg,1
2004,USA,- 55kg,1
2004,USA,100m,3
2004,USA,100m backstroke,2
2004,USA,100m breaststroke,1
2004,USA,100m butterfly,2
2004,USA,100m freestyle,1
2004,USA,100m hurdles,2
2004,USA,110m hurdles,1
2004,USA,1500m freestyle,1
2004,USA,200m,4
2004,USA,200m backstroke,1
2004,USA,200m breaststroke,2
2004,USA,200m butterfly,1
2004,USA,200m freestyle,1
2004,USA,200m individual medley,3
2004,USA,400m,3
2004,USA,400m freestyle,2
2004,USA,400m individual medley,3
2004,USA,470 - Two Person Dinghy,2
2004,USA,49 - 57 kg,1
2004,USA,4x100m freestyle relay,14
2004,USA,4x100m medley relay,16
2004,USA,4x100m relay,5
2004,USA,4x200m freestyle relay,13
2004,USA,4x400m relay,11
2004,USA,50m freestyle,1
2004,USA,50m rifle 3 positions (3x40 shots),1
2004,USA,50m rifle prone (60 shots),1
2004,USA,55 - 63kg,1
2004,USA,60 - 66kg,1
2004,USA,66 - 73kg (lightweight),1
2004,USA,68 - 80 kg,1
2004,USA,69 - 75 kg,1
2004,USA,74 - 84kg,1
2004,USA,75 - 81kg (light-heavyweight),1
2004,USA,800m freestyle,1
2004,USA,96 - 120kg,1
2004,USA,Individual,1
2004,USA,K-1 (kayak single),1
2004,USA,Tornado - Multihull,2
2004,USA,balance beam,1
2004,USA,basketball,24
2004,USA,beach volleyball,4
2004,USA,decathlon,1
2004,USA,double trap (120 targets),1
2004,USA,duet,2
2004,USA,eight with coxswain (8+),18
2004,USA,football,16
2004,USA,high jump,1
2004,USA,horizontal bar,1
2004,USA,individual,2
2004,USA,individual all-round,2
2004,USA,individual time trial,3
2004,USA,long jump,2
2004,USA,marathon,2
2004,USA,pole vault,2
2004,USA,sabre individual,2
2004,USA,shot put,1
2004,USA,singles,1
2004,USA,softball,15
2004,USA,team,22
2004,USA,team competition,12
2004,USA,uneven bars,2
2004,USA,vault,1
2004,USA,water polo,13
2004,UZB,51 - 54kg (bantamweight),1
2004,UZB,66 - 74kg,1
2004,UZB,75 - 81kg (light-heavyweight),1
2004,UZB,84 - 96kg,1
2004,UZB,96 - 120kg,1
2004,VEN,+ 67 kg,1
2004,VEN,62kg,1
2004,ZIM,100m backstroke,1
2004,ZIM,200m backstroke,1
2004,ZIM,200m individual medley,1
2008,AFG,- 58 kg,1
2008,ALG,48 - 52kg (half-lightweight),1
2008,ALG,81 - 90kg (middleweight),1
2008,ARG,- 48 kg,1
2008,ARG,Madison,2
2008,ARG,Tornado - Multihull,2
2008,ARG,basketball,12
2008,ARG,football,18
2008,ARG,hockey,16
2008,ARM,- 55kg,1
2008,ARM,57 - 60kg (lightweight),1
2008,ARM,69kg,1
2008,ARM,77kg,1
2008,ARM,85kg,1
2008,ARM,96 - 120kg,1
2008,AUS,100m backstroke,1
2008,AUS,100m breaststroke,1
2008,AUS,100m butterfly,3
2008,AUS,100m freestyle,2
2008,AUS,100m hurdles,1
2008,AUS,10m platform,1
2008,AUS,1500m freestyle,1
2008,AUS,200m breaststroke,2
2008,AUS,200m butterfly,1
2008,AUS,200m individual medley,1
2008,AUS,20km walk,1
2008,AUS,400m individual medley,1
2008,AUS,470 - Two Person Dinghy,4
2008,AUS,4x100m freestyle relay,11
2008,AUS,4x100m medley relay,15
2008,AUS,4x200m freestyle relay,14
2008,AUS,50km walk,1
2008,AUS,50m freestyle,1
2008,AUS,50m rifle prone (60 shots),1
2008,AUS,C-1 (canoe single),1
2008,AUS,Individual,2
2008,AUS,K-1 (kayak single),1
2008,AUS,K-1 1000m (kayak single),1
2008,AUS,K-1 500m (kayak single),1
2008,AUS,K-4 500m (kayak four),4
2008,AUS,Tornado - Multihull,2
2008,AUS,basketball,12
2008,AUS,coxless pair (2-),2
2008,AUS,double sculls (2x),2
2008,AUS,four without coxswain (4-),4
2008,AUS,hockey,17
2008,AUS,pole vault,1
2008,AUS,softball,15
2008,AUS,sprint,1
2008,AUS,synchronized diving 10m platform,2
2008,AUS,team,5
2008,AUS,water polo,13
2008,AUT,- 60 kg,1
2008,AUT,100m breaststroke,1
2008,AUT,K-1 (kayak single),1
2008,AZE,- 48kg,1
2008,AZE,- 55kg,1
2008,AZE,54 - 57kg (featherweight),1
2008,AZE,55 - 60kg,1
2008,AZE,66 - 73kg (lightweight),1
2008,AZE,84 - 96kg,1
2008,AZE,90 - 100kg (half-heavyweight),1
2008,BAH,4x400m relay,4
2008,BAH,triple jump,1
2008,BEL,4x100m relay,4
2008,BEL,high jump,1
2008,BLR,105kg,1
2008,BLR,53kg,1
2008,BLR,60 - 66kg,1
2008,BLR,66 - 74kg,1
2008,BLR,85kg,1
2008,BLR,C-2 1000m (canoe double),2
2008,BLR,K-2 500m (kayak double),2
2008,BLR,K-4 1000m (kayak four),4
2008,BLR,decathlon,1
2008,BLR,group competition,6
2008,BLR,hammer throw,3
2008,BLR,individual all-round,1
2008,BLR,pair without coxswain (2-),2
2008,BLR,shot put,3
2008,BLR,single sculls (1x),1
2008,BRA,+ 67 kg,1
2008,BRA,100m freestyle,1
2008,BRA,470 - Two Person Dinghy,2
2008,BRA,50m freestyle,1
2008,BRA,52 - 57kg (lightweight),1
2008,BRA,66 - 73kg (lightweight),1
2008,BRA,73 - 81kg (half-middleweight),1
2008,BRA,Star - Keelboat,2
2008,BRA,beach volleyball,4
2008,BRA,football,36
2008,BRA,long jump,1
2008,BRA,volleyball,24
2008,BUL,- 55kg,1
2008,BUL,63 - 72kg,1
2008,BUL,66 - 74kg,2
2008,BUL,single sculls (1x),1
2008,CAN,- 48kg,1
2008,CAN,100m hurdles,1
2008,CAN,10m platform,1
2008,CAN,1500m freestyle,1
2008,CAN,3m springboard,1
2008,CAN,48 - 55kg,1
2008,CAN,57 - 67 kg,1
2008,CAN,C-1 1000m (canoe single),1
2008,CAN,Individual,1
2008,CAN,K-1 500m (kayak single),1
2008,CAN,coxless pair (2-),2
2008,CAN,eight with coxswain (8+),9
2008,CAN,individual,3
2008,CAN,lightweight coxless four (4-),4
2008,CAN,lightweight double sculls (2x),2
2008,CAN,team,4
2008,CHI,singles,1
2008,CHN,+ 78kg (heavyweight),1
2008,CHN,+ 91kg (super heavyweight),1
2008,CHN,- 49 kg,1
2008,CHN,"- 56kg, total (bantamweight)",1
2008,CHN,10m air pistol (40 shots),1
2008,CHN,10m air pistol (60 shots),1
2008,CHN,10m air rifle (60 shots),1
2008,CHN,10m platform,3
2008,CHN,200m butterfly,2
2008,CHN,200m freestyle,1
2008,CHN,25m pistol (30+30 shots),1
2008,CHN,3m springboard,4
2008,CHN,400m freestyle,1
2008,CHN,48 - 52kg (half-lightweight),1
2008,CHN,48 - 55kg,1
2008,CHN,48kg,1
2008,CHN,48kg (light flywieght),1
2008,CHN,4x100m medley relay,5
2008,CHN,4x200m freestyle relay,5
2008,CHN,50m pistol (60 shots),1
2008,CHN,50m rifle 3 positions (3x20 shots),1
2008,CHN,50m rifle 3 positions (3x40 shots),1
2008,CHN,52 - 57kg (lightweight),1
2008,CHN,58kg,1
2008,CHN,62kg,1
2008,CHN,63 - 72kg,1
2008,CHN,64 - 69 kg,1
2008,CHN,66 - 74kg,1
2008,CHN,68 - 80 kg,1
2008,CHN,69kg,2
2008,CHN,70 - 78kg (half-heavyweight),1
2008,CHN,75 - 81kg (light-heavyweight),1
2008,CHN,75kg,1
2008,CHN,77kg,1
2008,CHN,85kg,1
2008,CHN,C-2 500m (canoe double),2
2008,CHN,Laser Radial - One Person Dinghy,1
2008,CHN,RS:X - Windsurfer,1
2008,CHN,balance beam,1
2008,CHN,beach volleyball,4
2008,CHN,double trap (150 targets),1
2008,CHN,doubles,10
2008,CHN,floor exercises,1
2008,CHN,group competition,6
2008,CHN,hammer throw,1
2008,CHN,hockey,16
2008,CHN,horizontal bar,1
2008,CHN,individual,3
2008,CHN,individual (FITA Olympic round - 70m),1
2008,CHN,individual all-round,2
2008,CHN,marathon,1
2008,CHN,pair without coxswain (2-),2
2008,CHN,parallel bars,1
2008,CHN,pommel horse,1
2008,CHN,quadruple sculls without coxswain (4x),4
2008,CHN,rings,2
2008,CHN,sabre individual,1
2008,CHN,sabre team,4
2008,CHN,singles,10
2008,CHN,sprint,1
2008,CHN,synchronized diving 10m platform,4
2008,CHN,synchronized diving 3m springboard,4
2008,CHN,team,15
2008,CHN,team (FITA Olympic round - 70m),6
2008,CHN,team competition,12
2008,CHN,uneven bars,2
2008,CHN,vault,1
2008,CHN,volleyball,12
2008,CMR,triple jump,1
2008,COL,48 - 55kg,1
2008,COL,62kg,1
2008,CRO,10m air rifle (40 shots),1
2008,CRO,49 - 57 kg,1
2008,CRO,57 - 67 kg,1
2008,CRO,high jump,1
2008,CRO,pommel horse,1
2008,CUB,+ 100kg (heavyweight),1
2008,CUB,+ 78kg (heavyweight),1
2008,CUB,- 48 kg,1
2008,CUB,- 49 kg,1
2008,CUB,110m hurdles,1
2008,CUB,48 - 51kg (flyweight),1
2008,CUB,48kg (light flywieght),1
2008,CUB,50m rifle 3 positions (3x20 shots),1
2008,CUB,51 - 54kg (bantamweight),1
2008,CUB,57 - 60kg (lightweight),1
2008,CUB,60 - 64 kg,1
2008,CUB,60 - 66kg (half-lightweight),1
2008,CUB,63 - 70kg (middleweight),1
2008,CUB,64 - 69 kg,1
2008,CUB,69 - 75 kg,1
2008,CUB,70 - 78kg (half-heavyweight),1
2008,CUB,81 - 91kg (heavyweight),1
2008,CUB,96 - 120kg,1
2008,CUB,baseball,24
2008,CUB,decathlon,1
2008,CUB,discus throw,1
2008,CUB,hammer throw,1
2008,CUB,long jump,1
2008,CUB,points race,1
2008,CZE,10m air rifle (40 shots),1
2008,CZE,50m rifle 3 positions (3x20 shots),1
2008,CZE,C-2 (canoe double),2
2008,CZE,javelin throw,1
2008,CZE,single sculls (1x),1
2008,CZE,trap (125 targets),1
2008,DEN,49er - Skiff,2
2008,DEN,800m freestyle,1
2008,DEN,K-2 1000m (kayak double),2
2008,DEN,Team Pursuit (4000m),4
2008,DEN,lightweight coxless four (4-),4
2008,DEN,lightweight double sculls (2x),2
2008,DEN,team,3
2008,DOM,- 58 kg,1
2008,DOM,60 - 64 kg,1
2008,ECU,20km walk,1
2008,EGY,81 - 90kg (middleweight),1
2008,ESP,49er - Skiff,2
2008,ESP,C-1 1000m (canoe single),1
2008,ESP,C-1 500m (canoe single),1
2008,ESP,K-2 500m (kayak double),2
2008,ESP,Madison,2
2008,ESP,Points Race,1
2008,ESP,Tornado - Multihull,2
2008,ESP,basketball,12
2008,ESP,doubles,2
2008,ESP,duet,2
2008,ESP,floor exercises,1
2008,ESP,handball,14
2008,ESP,hockey,16
2008,ESP,individual road race,1
2008,ESP,points race,1
2008,ESP,singles,1
2008,ESP,team,9
2008,ESP,épée individual,1
2008,EST,discus throw,1
2008,EST,double sculls (2x),2
2008,ETH,10000m,3
2008,ETH,5000m,3
2008,ETH,marathon,1
2008,FIN,10m air rifle (60 shots),1
2008,FIN,javelin throw,1
2008,FIN,lightweight double sculls (2x),2
2008,FIN,trap (75 targets),1
2008,FRA,+ 100kg (heavyweight),1
2008,FRA,100m breaststroke,1
2008,FRA,100m freestyle,1
2008,FRA,1500m,1
2008,FRA,200m breaststroke,1
2008,FRA,3000m steeplechase,1
2008,FRA,470 - Two Person Dinghy,2
2008,FRA,4x100m freestyle relay,6
2008,FRA,50m freestyle,2
2008,FRA,54 - 57kg (featherweight),1
2008,FRA,57 - 60kg (lightweight),1
2008,FRA,57 - 63kg (half-middleweight),1
2008,FRA,57 - 67 kg,1
2008,FRA,60 - 64 kg,1
2008,FRA,60 - 66kg,1
2008,FRA,60 - 66kg (half-lightweight),1
2008,FRA,66 - 74kg,1
2008,FRA,69kg,1
2008,FRA,70 - 78kg (half-heavyweight),1
2008,FRA,Finn - Heavyweight Dinghy,1
2008,FRA,K-1 (kayak single),1
2008,FRA,K-2 500m (kayak double),2
2008,FRA,RS:X - Windsurfer,1
2008,FRA,Sprint indivual,1
2008,FRA,Team Sprint,3
2008,FRA,cross-country,2
2008,FRA,four without coxswain (4-),4
2008,FRA,handball,15
2008,FRA,individual,2
2008,FRA,individual all-round,1
2008,FRA,quadruple sculls without coxswain (4x),4
2008,FRA,sabre individual,1
2008,FRA,sabre team,3
2008,FRA,skeet (125 targets),1
2008,FRA,team (FITA Olympic round - 70m),3
2008,FRA,vault,1
2008,FRA,épée individual,1
2008,FRA,épée team,3
2008,GBR,+ 67 kg,1
2008,GBR,+ 91kg (super heavyweight),1
2008,GBR,400m,1
2008,GBR,400m freestyle,2
2008,GBR,400m hurdles,1
2008,GBR,470 - Two Person Dinghy,2
2008,GBR,69 - 75 kg,1
2008,GBR,75 - 81kg (light-heavyweight),1
2008,GBR,800m freestyle,1
2008,GBR,C-1 (canoe single),1
2008,GBR,Finn - Heavyweight Dinghy,1
2008,GBR,Individual Pursuit,2
2008,GBR,Individual competition,1
2008,GBR,K-1 1000m (kayak single),1
2008,GBR,K-1 500m (kayak single),1
2008,GBR,Keirin,2
2008,GBR,Laser - One Person Dinghy,1
2008,GBR,Points Race,1
2008,GBR,RS:X - Windsurfer,1
2008,GBR,Sprint indivual,2
2008,GBR,Star - Keelboat,2
2008,GBR,Team Pursuit (4000m),4
2008,GBR,Team Sprint,3
2008,GBR,Yngling - Keelboat,3
2008,GBR,double sculls (2x),4
2008,GBR,eight with coxswain (8+),9
2008,GBR,four without coxswain (4-),4
2008,GBR,high jump,1
2008,GBR,individual,1
2008,GBR,individual pursuit,2
2008,GBR,individual road race,1
2008,GBR,individual time trial,1
2008,GBR,lightweight double sculls (2x),2
2008,GBR,marathon 10km,3
2008,GBR,pommel horse,1
2008,GBR,quadruple sculls without coxswain (4x),4
2008,GBR,sprint,1
2008,GBR,team,5
2008,GBR,triple jump,1
2008,GEO,10m air pistol (40 shots),1
2008,GEO,60 - 66kg,1
2008,GEO,66 - 74kg,1
2008,GEO,74 - 84kg,1
2008,GEO,81 - 90kg (middleweight),1
2008,GEO,84 - 96kg,1
2008,GER,+ 105kg,1
2008,GER,100m freestyle,1
2008,GER,25m pistol (30+30 shots),1
2008,GER,25m rapid fire pistol (60 shots),2
2008,GER,49er - Skiff,2
2008,GER,50m freestyle,1
2008,GER,73 - 81kg (half-middleweight),1
2008,GER,84 - 96kg,1
2008,GER,C-2 1000m (canoe double),2
2008,GER,C-2 500m (canoe double),2
2008,GER,Individual,1
2008,GER,Individual competition,1
2008,GER,K-1 (kayak single),1
2008,GER,K-1 500m (kayak single),1
2008,GER,K-2 1000m (kayak double),2
2008,GER,K-2 500m (kayak double),2
2008,GER,K-4 1000m (kayak four),4
2008,GER,K-4 500m (kayak four),4
2008,GER,Points Race,1
2008,GER,Team Sprint,3
2008,GER,cross-country,1
2008,GER,double sculls (2x),2
2008,GER,foil individual,1
2008,GER,football,18
2008,GER,hockey,17
2008,GER,horizontal bar,1
2008,GER,individual,3
2008,GER,javelin throw,1
2008,GER,marathon 10km,1
2008,GER,quadruple sculls without coxswain (4x),4
2008,GER,skeet (75 targets),1
2008,GER,synchronized diving 10m platform,2
2008,GER,synchronized diving 3m springboard,2
2008,GER,team,11
2008,GER,vault,1
2008,GER,épée individual,1
2008,GRE,+ 80 kg,1
2008,GRE,Yngling - Keelboat,3
2008,GRE,lightweight double sculls (2x),2
2008,GRE,triple jump,1
2008,HUN,200m butterfly,1
2008,HUN,200m individual medley,1
2008,HUN,400m individual medley,1
2008,HUN,74 - 84kg,1
2008,HUN,C-1 1000m (canoe single),1
2008,HUN,C-2 1000m (canoe double),2
2008,HUN,K-2 500m (kayak double),2
2008,HUN,K-4 500m (kayak four),4
2008,HUN,water polo,13
2008,HUN,épée individual,1
2008,INA,"- 56kg, total (bantamweight)",1
2008,INA,62kg,1
2008,INA,doubles,4
2008,INA,singles,1
2008,IND,10m air rifle (60 shots),1
2008,IND,60 - 66kg,1
2008,IND,69 - 75 kg,1
2008,IRI,55 - 60kg,1
2008,IRI,68 - 80 kg,1
2008,IRL,48kg (light flywieght),1
2008,IRL,69 - 75 kg,1
2008,IRL,75 - 81kg (light-heavyweight),1
2008,ISL,handball,14
2008,ISR,RS:X - Windsurfer,1
2008,ITA,+ 91kg (super heavyweight),1
2008,ITA,200m freestyle,1
2008,ITA,20km race walk,1
2008,ITA,48 - 51kg (flyweight),1
2008,ITA,50km walk,1
2008,ITA,52 - 57kg (lightweight),1
2008,ITA,68 - 80 kg,1
2008,ITA,74 - 84kg,1
2008,ITA,800m freestyle,1
2008,ITA,81 - 91kg (heavyweight),1
2008,ITA,K-1 500m (kayak single),1
2008,ITA,K-2 1000m (kayak double),2
2008,ITA,Laser - One Person Dinghy,1
2008,ITA,RS:X - Windsurfer,1
2008,ITA,double trap (150 targets),1
2008,ITA,foil individual,3
2008,ITA,foil team,4
2008,ITA,individual road race,1
2008,ITA,quadruple sculls without coxswain (4x),4
2008,ITA,sabre team,4
2008,ITA,skeet (75 targets),1
2008,ITA,team (FITA Olympic round - 70m),3
2008,ITA,trap (125 targets),1
2008,ITA,épée individual,1
2008,ITA,épée team,4
2008,JAM,100m,4
2008,JAM,200m,3
2008,JAM,400m,1
2008,JAM,400m hurdles,1
2008,JAM,4x100m relay,4
2008,JAM,4x400m relay,4
2008,JPN,+ 100kg (heavyweight),1
2008,JPN,+ 78kg (heavyweight),1
2008,JPN,- 48 kg,1
2008,JPN,- 48kg,1
2008,JPN,- 55kg,1
2008,JPN,100m breaststroke,1
2008,JPN,200m backstroke,1
2008,JPN,200m breaststroke,1
2008,JPN,200m butterfly,1
2008,JPN,48 - 52kg (half-lightweight),1
2008,JPN,48 - 55kg,1
2008,JPN,4x100m medley relay,4
2008,JPN,4x100m relay,4
2008,JPN,55 - 60kg,1
2008,JPN,55 - 63kg,1
2008,JPN,57 - 63kg (half-middleweight),1
2008,JPN,60 - 66kg (half-lightweight),1
2008,JPN,63 - 70kg (middleweight),1
2008,JPN,63 - 72kg,1
2008,JPN,Keirin,1
2008,JPN,duet,2
2008,JPN,foil individual,1
2008,JPN,individual all-round,1
2008,JPN,softball,15
2008,JPN,team competition,6
2008,KAZ,+ 75kg,1
2008,KAZ,+ 80 kg,1
2008,KAZ,55 - 60kg,1
2008,KAZ,55 - 63kg,1
2008,KAZ,63kg,1
2008,KAZ,64 - 69 kg,1
2008,KAZ,75 - 81kg (light-heavyweight),1
2008,KAZ,75kg,1
2008,KAZ,84 - 96kg,2
2008,KAZ,90 - 100kg (half-heavyweight),1
2008,KAZ,94kg,1
2008,KAZ,96 - 120kg,1
2008,KEN,10000m,1
2008,KEN,1500m,2
2008,KEN,3000m steeplechase,3
2008,KEN,5000m,2
2008,KEN,800m,4
2008,KEN,marathon,2
2008,KGZ,55 - 60kg,1
2008,KGZ,60 - 66kg,1
2008,KOR,+ 75kg,1
2008,KOR,+ 80 kg,1
2008,KOR,- 55kg,1
2008,KOR,- 60 kg,1
2008,KOR,10m air pistol (60 shots),1
2008,KOR,200m freestyle,1
2008,KOR,400m freestyle,1
2008,KOR,49 - 57 kg,1
2008,KOR,50m pistol (60 shots),1
2008,KOR,53kg,1
2008,KOR,57 - 67 kg,1
2008,KOR,58 - 68 kg,1
2008,KOR,64 - 69 kg,1
2008,KOR,66 - 73kg (lightweight),1
2008,KOR,70 - 78kg (half-heavyweight),1
2008,KOR,73 - 81kg (half-middleweight),1
2008,KOR,77kg,1
2008,KOR,baseball,24
2008,KOR,doubles,6
2008,KOR,foil individual,1
2008,KOR,handball,14
2008,KOR,individual (FITA Olympic round - 70m),3
2008,KOR,parallel bars,1
2008,KOR,team,6
2008,KOR,team (FITA Olympic round - 70m),6
2008,LAT,+ 105kg,1
2008,LAT,Individual,1
2008,LAT,javelin throw,1
2008,LTU,96 - 120kg,1
2008,LTU,Individual competition,2
2008,LTU,Laser Radial - One Person Dinghy,1
2008,LTU,discus throw,1
2008,MAR,800m,1
2008,MAR,marathon,1
2008,MAS,singles,1
2008,MDA,51 - 54kg (bantamweight),1
2008,MEX,+ 67 kg,1
2008,MEX,- 58 kg,1
2008,MEX,synchronized diving 10m platform,2
2008,MGL,25m pistol (30+30 shots),1
2008,MGL,48kg (light flywieght),1
2008,MGL,51 - 54kg (bantamweight),1
2008,MGL,90 - 100kg (half-heavyweight),1
2008,MRI,51 - 54kg (bantamweight),1
2008,NED,- 60 kg,1
2008,NED,470 - Two Person Dinghy,2
2008,NED,4x100m freestyle relay,6
2008,NED,52 - 57kg (lightweight),1
2008,NED,57 - 63kg (half-middleweight),1
2008,NED,63 - 70kg (middleweight),1
2008,NED,90 - 100kg (half-heavyweight),1
2008,NED,Yngling - Keelboat,3
2008,NED,eight with coxswain (8+),9
2008,NED,hockey,16
2008,NED,individual,1
2008,NED,lightweight double sculls (2x),2
2008,NED,marathon 10km,1
2008,NED,points race,1
2008,NED,team,3
2008,NED,water polo,13
2008,NGR,+ 80 kg,1
2008,NGR,4x100m relay,4
2008,NGR,football,18
2008,NGR,long jump,1
2008,NOR,+ 67 kg,1
2008,NOR,100m breaststroke,1
2008,NOR,200m breaststroke,1
2008,NOR,20km race walk,1
2008,NOR,K-1 1000m (kayak single),1
2008,NOR,handball,14
2008,NOR,javelin throw,1
2008,NOR,single sculls (1x),1
2008,NOR,skeet (125 targets),1
2008,NZL,1500m,1
2008,NZL,Individual,1
2008,NZL,Individual Pursuit,1
2008,NZL,RS:X - Windsurfer,1
2008,NZL,Team Pursuit (4000m),4
2008,NZL,coxless pair (2-),2
2008,NZL,double sculls (2x),2
2008,NZL,shot put,1
2008,NZL,single sculls (1x),1
2008,PAN,long jump,1
2008,POL,63 - 72kg,1
2008,POL,94kg,1
2008,POL,K-2 500m (kayak double),2
2008,POL,cross-country,1
2008,POL,discus throw,1
2008,POL,lightweight coxless four (4-),4
2008,POL,quadruple sculls without coxswain (4x),4
2008,POL,shot put,1
2008,POL,vault,1
2008,POL,épée team,4
2008,POR,Individual,1
2008,POR,triple jump,1
2008,PRK,48 - 52kg (half-lightweight),1
2008,PRK,57 - 63kg (half-middleweight),1
2008,PRK,58kg,1
2008,PRK,60 - 66kg (half-lightweight),1
2008,PRK,63kg,1
